Waiting for GPS Fix
GPS Fix obtained at;14:07:02.000:000:000:;Date:3/2/2022
PPS;16059476
PPS;16060529
PPS;16056836
PPS;16058143
PPS;16058912
PPS;16058250
PPS;16057336
PPS;16056857
PPS;16058967
PPS;16060843
PPS;16060529
PPS;16059564
PPS;16057254
PPS;16059001
PPS;16060595
PPS;16057823
PPS;16055510
PPS;16119983
PPS;16054547
PPS;16058921
PPS;16060557
PPS;16060155
PPS;16060988
PPS;16060224
PPS;16061045
PPS;16062223
PPS;16059703
PPS;16058471
PPS;16056095
PPS;16056629
PPS;16056817
PPS;16060032
PPS;16060170
PPS;16062132
PPS;16060600
PPS;16061838
PPS;16057922
PPS;16058341
PPS;16058443
PPS;16056571
PPS;16057088
PPS;16058227
PPS;16057220
PPS;16056808
PPS;16061422
PPS;16056865
PPS;16057239
PPS;16058246
PPS;16057560
PPS;16055950
PPS;16121412
PPS;16121098
PPS;16122864
PPS;16059155
PPS;16056717
PPS;16056552
PPS;16056936
PPS;16056324
PPS;16056045
PPS;16123394
PPS;16060634
PPS;16060265
PPS;16057611
PPS;16057390
PPS;16058153
PPS;16058725
PPS;16059139
PPS;16060086
PPS;16059206
PPS;16056838
PPS;16058276
PPS;16060598
PPS;16059506
PPS;16059696
PPS;16060521
PPS;16057373
PPS;16057657
PPS;16058646
PPS;16058762
PPS;16057798
PPS;16058697
PPS;16057989
PPS;16058453
PPS;16061088
PPS;16059763
PPS;16060836
PPS;16061318
PPS;16055891
PPS;16121112
PPS;16124249
PPS;16060188
PPS;16063153
PPS;16059158
PPS;16059495
PPS;16061158
PPS;16058584
PPS;16061602
PPS;16060209
PPS;16060157
PPS;16058591
PPS;16062476
PPS;16058051
PPS;16059932
PPS;16061022
PPS;16059857
PPS;16056555
PPS;16054847
PPS;16054979
PPS;16056954
PPS;16056631
PPS;16055331
PPS;16055306
PPS;16055437
PPS;16120631
PPS;16054788
PPS;16054385
PPS;16056721
PPS;16054604
PPS;16054896
PPS;16057078
PPS;16057318
PPS;16056636
PPS;16058586
PPS;16062419
PPS;16057830
PPS;16059910
PPS;16060014
PPS;16058396
PPS;16060284
PPS;16059863
PPS;16060637
PPS;16058507
PPS;16054948
PPS;16054516
PPS;16057084
PPS;16056682
PPS;16057329
PPS;16058978
PPS;16056899
PPS;16055843
PPS;16122064
PPS;16058583
PPS;16058376
PPS;16057109
PPS;16055263
PPS;16056415
PPS;16054787
PPS;16052317
PPS;16054564
PPS;16054988
PPS;16055427
PPS;16120065
PPS;16054552
PPS;16056255
PPS;16055517
PPS;16123932
PPS;16056369
PPS;16057876
PPS;16056731
PPS;16054420
PPS;16054666
PPS;16055911
PPS;16120529
PPS;16057649
PPS;16056161
PPS;16056878
PPS;16057117
PPS;16055345
PPS;16054312
PPS;16053889
PPS;16052839
PPS;16053451
PPS;16054647
PPS;16052867
PPS;16053374
PPS;16052977
PPS;16054808
PPS;16054055
PPS;16054995
PPS;16056097
PPS;16057418
PPS;16056420
PPS;16057959
PPS;16058128
PPS;16057211
PPS;16057060
PPS;16056410
PPS;16057206
PPS;16057341
PPS;16057338
PPS;16057410
PPS;16056403
PPS;16055180
PPS;16055241
PPS;16051670
PPS;16053199
PPS;16054887
PPS;16057303
PPS;16057889
PPS;16055666
PPS;16122702
PPS;16057494
PPS;16056339
PPS;16056426
PPS;16055495
PPS;16119006
PPS;16055780
PPS;16121349
PPS;16122389
PPS;16058167
PPS;16058537
PPS;16057978
PPS;16058176
PPS;16059948
PPS;16057232
PPS;16056879
PPS;16056718
PPS;16056299
PPS;16055267
PPS;16052492
PPS;16054654
PPS;16053197
PPS;16054541
PPS;16055705
PPS;16121399
PPS;16120797
PPS;16056012
PPS;16120314
PPS;16056800
PPS;16054869
PPS;16053769
PPS;16057816
PPS;16059440
PPS;16057856
PPS;16059469
PPS;16121610
PPS;16055924
PPS;16124119
PPS;16058162
PPS;16060675
PPS;16059273
PPS;16055829
PPS;16124195
PPS;16058383
PPS;16055718
PPS;16119752
PPS;16052909
PPS;16053407
PPS;16052345
PPS;16053516
PPS;16121610
PPS;16055519
PPS;16123169
PPS;16063314
PPS;16061304
PPS;16057056
PPS;16056870
PPS;16055684
PPS;16123145
PPS;16054502
PPS;16053805
PPS;16053481
PPS;16057693
PPS;16057600
PPS;16058893
PPS;16061252
PPS;16057625
PPS;16056817
PPS;16056767
PPS;16057071
PPS;16058777
PPS;16056517
PPS;16055661
PPS;16121330
PPS;16120209
PPS;16053906
PPS;16055899
PPS;16121168
PPS;16123859
PPS;16057359
PPS;16058344
PPS;16058489
PPS;16056341
PPS;16055604
PPS;16119004
PPS;16055914
PPS;16121636
PPS;16055993
PPS;16123915
PPS;16060079
PPS;16056502
PPS;16055816
PPS;16123512
PPS;16056189
PPS;16057045
PPS;16056565
PPS;16056346
PPS;16055649
PPS;16122617
PPS;16054399
PPS;16056113
PPS;16054388
PPS;16056286
PPS;16056385
PPS;16057405
PPS;16055283
PPS;16056595
PPS;16055558
PPS;16121745
PPS;16057557
PPS;16059288
PPS;16058385
PPS;16056901
PPS;16058760
PPS;16058036
PPS;16056056
PPS;16122459
PPS;16055174
PPS;16058030
PPS;16058099
PPS;16055888
PPS;16121537
PPS;16120553
PPS;16053567
PPS;16054557
PPS;16056241
PPS;16057001
PPS;16058621
PPS;16060230
PPS;16059800
PPS;16059345
PPS;16059477
PPS;16059946
PPS;16061108
PPS;16059923
PPS;16057042
PPS;16052665
PPS;16054903
PPS;16055306
PPS;16055632
PPS;16120687
PPS;16055233
PPS;16055193
PPS;16054513
PPS;16055860
PPS;16120895
PPS;16054157
PPS;16054971
PPS;16053128
PPS;16054157
PPS;16057389
PPS;16059355
PPS;16063143
PPS;16063077
PPS;16061420
PPS;16060383
PPS;16057819
PPS;16059337
PPS;16060560
PPS;16061142
PPS;16059662
PPS;16061287
PPS;16062506
PPS;16060953
PPS;16057643
PPS;16054414
PPS;16058240
PPS;16057316
PPS;16056747
PPS;16055392
PPS;16121179
PPS;16120390
PPS;16056274
PPS;16054224
PPS;16055551
PPS;16120774
PPS;16057327
PPS;16058396
PPS;16057973
PPS;16059256
PPS;16060223
PPS;16059673
PPS;16057399
PPS;16056138
PPS;16055663
PPS;16121547
PPS;16121044
PPS;16122125
PPS;16055036
PPS;16055553
PPS;16123508
PPS;16057252
PPS;16058847
PPS;16059138
PPS;16059309
PPS;16059447
PPS;16057317
PPS;16057703
PPS;16059269
PPS;16057772
PPS;16059056
PPS;16058077
PPS;16054149
PPS;16050253
PPS;16053049
PPS;16054466
PPS;16053305
PPS;16053095
PPS;16051403
PPS;16055822
PPS;16121914
PPS;16054433
PPS;16054663
PPS;16052570
PPS;16054251
PPS;16055766
PPS;16120787
PPS;16053545
PPS;16055330
PPS;16054142
PPS;16054689
PPS;16053264
PPS;16053389
